Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Converted
5,249.8814,1,15.4098,25,438.7999,0.024046,0.051729,0.0,0.0,Mar,1,1,3,6,Returning_Visitor,False,0
4,92.2839,1,14.0795,10,300.6066,0.020424,0.020056,4.327514,0.0,Nov,2,2,1,9,Returning_Visitor,False,0
3,78.0044,2,37.0957,17,747.5871,0.004545,0.052096,4.556434,0.0,Nov,3,3,9,7,Returning_Visitor,False,0
1,30.5991,1,4.6086,13,309.4055,0.013906,0.038025,0.0,0.0,Sep,5,1,2,17,Returning_Visitor,False,0
0,0.0,0,0.0,13,445.2138,0.014308,0.057492,0.0,0.0,Mar,1,10,5,2,Returning_Visitor,False,0
1,35.4542,0,0.0,15,555.9013,0.015676,0.048032,0.0,0.0,May,1,2,1,1,Returning_Visitor,True,0
2,36.2646,0,0.0,10,765.4237,0.027302,0.06203,0.0,0.0,Mar,1,2,1,12,New_Visitor,False,0
1,9.2369,0,0.0,16,634.1526,0.034769,0.046942,0.0,0.0,Aug,7,6,1,15,Returning_Visitor,False,0
1,3.4527,1,50.8343,16,455.1781,0.031597,0.046822,0.0,0.0,Dec,8,10,1,7,New_Visitor,False,0
1,7.5013,1,17.6579,28,1307.1003,0.023784,0.03164,1.702079,0.0,May,1,2,2,15,New_Visitor,False,0
1,8.1912,1,50.9478,54,498.2946,0.006511,0.012939,8.944425,0.0,Mar,2,9,1,1,New_Visitor,False,0
5,51.0421,1,17.5357,23,488.8189,0.01291,0.003873,1.806422,0.0,May,4,2,2,17,Returning_Visitor,True,0
3,92.5647,1,25.3914,11,342.1902,0.031348,0.052227,51.194627,0.0,Jul,2,1,1,9,Returning_Visitor,False,1
0,0.0,0,0.0,5,124.8247,0.066479,0.118166,3.294991,0.0,Jul,6,2,7,17,Returning_Visitor,False,0
0,0.0,1,24.584,22,337.5916,0.014329,0.070737,0.0,0.0,May,4,1,2,17,Returning_Visitor,False,0
2,42.111,0,0.0,11,292.2356,0.015667,0.058292,0.0,0.0,Nov,3,2,5,20,Returning_Visitor,False,0
2,20.7529,1,24.9242,10,196.9426,0.044771,0.115677,4.915011,0.0,Mar,2,1,7,10,Returning_Visitor,False,0
1,13.6942,1,16.8632,23,2170.9413,0.028089,0.030175,0.0,0.0,Aug,1,1,8,3,New_Visitor,False,0
2,49.5644,0,0.0,7,91.8978,0.065214,0.096647,0.0,0.0,May,1,1,3,14,Returning_Visitor,True,0
0,0.0,0,0.0,12,1715.774,0.026469,0.078403,0.0,0.0,Mar,4,1,2,7,Returning_Visitor,False,0
3,77.8009,1,20.9998,3,111.3616,0.036642,0.063178,0.0,0.0,Aug,1,2,7,15,Returning_Visitor,False,0
1,12.0323,0,0.0,9,332.9906,0.019712,0.074008,14.773647,0.0,Sep,1,1,9,20,Returning_Visitor,False,0
3,29.3473,1,5.562,21,699.6684,0.011807,0.047712,5.11274,0.0,May,4,8,5,1,Returning_Visitor,False,0
0,0.0,0,0.0,7,72.4605,0.032601,0.06863,0.0,0.0,Nov,1,1,3,17,Returning_Visitor,False,0
3,70.9922,1,26.8518,12,423.6503,0.027103,0.072599,0.0,0.0,May,3,1,1,1,Returning_Visitor,True,0
2,29.034,0,0.0,29,1429.8261,0.000931,0.026482,57.63752,0.0,May,2,2,4,17,Returning_Visitor,False,1
1,10.8669,0,0.0,36,1439.8599,0.00718,0.02518,24.863007,0.0,Dec,1,2,1,20,Returning_Visitor,False,1
4,106.8231,0,0.0,15,200.1841,0.025097,0.037716,11.809745,0.0,Dec,1,1,1,12,Returning_Visitor,True,0
1,17.2142,0,0.0,5,57.6893,0.044836,0.067472,0.0,0.0,Mar,1,5,2,1,Returning_Visitor,False,0
3,37.1227,1,15.2204,20,454.2494,0.019381,0.068853,0.0,0.0,Dec,1,1,2,19,Returning_Visitor,True,0
0,0.0,0,0.0,12,440.1143,0.013119,0.054011,0.0,0.0,Nov,1,1,3,5,Returning_Visitor,False,0
1,34.0907,0,0.0,8,182.3715,0.028617,0.077212,21.806315,0.0,Mar,4,2,2,9,Returning_Visitor,False,0
1,12.3969,1,11.3635,10,537.1851,0.012451,0.111487,0.0,0.0,June,6,1,1,19,Returning_Visitor,True,0
2,13.9106,0,0.0,24,1011.4577,0.040099,0.079075,86.344241,0.0,Mar,1,2,3,7,Returning_Visitor,False,1
1,7.277,0,0.0,9,457.0702,0.019623,0.048252,0.0,1.0,Jul,2,1,2,3,Returning_Visitor,False,0
0,0.0,1,14.2503,6,94.7996,0.078303,0.078499,20.177104,0.0,Dec,2,3,3,20,Returning_Visitor,True,1
1,54.7095,0,0.0,25,992.3286,0.027978,0.071751,4.190255,0.0,May,1,1,2,18,New_Visitor,False,0
1,28.1225,0,0.0,41,2647.7648,0.0,0.022614,1.570355,0.8,May,6,2,2,7,Returning_Visitor,False,0
5,237.2916,1,50.9655,16,188.285,0.03015,0.0671,0.0,0.0,May,1,2,6,7,New_Visitor,False,0
0,0.0,1,36.2591,8,751.523,0.022742,0.071099,0.0,0.0,June,7,5,5,19,Returning_Visitor,False,0
2,17.3405,0,0.0,70,368.2939,0.0,0.001619,192.176613,0.0,Nov,1,1,5,20,Returning_Visitor,True,1
4,36.4483,0,0.0,18,759.0354,0.021509,0.049872,0.0,0.2,May,2,2,4,8,Returning_Visitor,False,0
3,27.8249,0,0.0,22,757.6409,0.02919,0.051022,24.502758,0.0,June,6,2,7,6,Returning_Visitor,False,0
3,27.8962,0,0.0,9,186.3779,0.042821,0.058005,7.778413,0.2,May,2,1,4,15,Other,True,1
1,12.112,1,9.5557,12,211.7929,0.006498,0.031546,81.039591,0.0,Oct,3,2,1,12,Returning_Visitor,False,1
2,35.3419,0,0.0,27,400.5,0.027218,0.044334,9.553425,0.0,Oct,1,2,3,10,Returning_Visitor,False,0
2,38.279,0,0.0,7,71.039,0.037281,0.083162,11.412197,0.0,Oct,2,1,3,2,New_Visitor,True,0
3,58.2323,1,31.5891,14,274.5696,0.030225,0.034667,0.0,0.0,May,1,2,7,12,Returning_Visitor,False,0
2,25.5148,0,0.0,19,462.386,0.013824,0.052474,0.0,0.0,Jul,2,2,3,2,Returning_Visitor,False,0
3,112.4666,1,6.6865,30,641.3076,0.014791,0.025469,0.0,0.0,Sep,1,1,1,19,Returning_Visitor,False,0
1,16.2876,0,0.0,7,257.6049,0.025428,0.102422,0.0,0.0,Sep,2,2,2,6,Returning_Visitor,False,0
3,61.6356,0,0.0,28,333.1023,0.011576,0.05999,0.0,0.0,Jul,2,2,2,15,Returning_Visitor,False,0
2,31.5976,1,10.0125,44,624.5591,0.0116,0.035174,53.512373,0.0,Nov,1,6,3,3,Returning_Visitor,True,1
2,41.1851,2,44.487,15,956.36,0.012705,0.067043,0.0,0.0,May,3,2,1,17,New_Visitor,False,0
4,168.021,1,65.1796,33,1760.8072,0.039389,0.049645,23.915388,0.0,Mar,1,1,2,9,Returning_Visitor,False,0
4,54.7585,0,0.0,9,163.3705,0.033913,0.082078,17.453663,1.0,Dec,2,3,8,10,Returning_Visitor,False,1
1,8.8755,2,34.4888,10,726.9482,0.031755,0.08144,6.75741,0.0,Mar,4,1,3,3,Returning_Visitor,False,0
3,86.9437,0,0.0,9,474.6561,0.01026,0.052537,0.0,0.0,Nov,1,4,6,3,Returning_Visitor,False,0
0,0.0,2,30.8948,15,377.4632,0.038808,0.094124,0.0,0.2,Aug,2,1,8,17,New_Visitor,False,0
3,52.7419,0,0.0,25,2008.3609,0.022653,0.048345,31.957559,0.0,Nov,4,1,6,19,Returning_Visitor,False,0
0,0.0,0,0.0,10,489.3703,0.020739,0.081193,15.82867,0.0,Jul,2,2,2,12,New_Visitor,False,0
0,0.0,0,0.0,23,623.8075,0.017502,0.059186,3.046213,0.0,Nov,8,1,1,20,Returning_Visitor,False,0
0,0.0,0,0.0,7,320.0351,0.006659,0.081606,0.0,0.0,Oct,1,1,6,8,New_Visitor,False,0
2,64.3888,0,0.0,15,719.3758,0.020722,0.059022,37.6158,0.0,June,1,2,3,6,Returning_Visitor,True,1
2,49.637,0,0.0,21,886.4697,0.00255,0.017583,4.210406,0.0,May,3,2,2,16,Returning_Visitor,False,0
1,7.6405,0,0.0,9,179.7336,0.045619,0.045536,5.345285,0.0,Feb,2,1,6,18,Returning_Visitor,False,0
4,81.4268,0,0.0,4,78.8705,0.046572,0.117589,0.0,0.0,May,1,1,3,2,Returning_Visitor,False,0
3,52.6485,2,131.9123,45,5283.8127,0.0,0.007797,14.993575,0.0,Dec,1,1,5,12,Returning_Visitor,False,1
2,19.7744,1,12.3997,32,1683.8509,0.0,0.021813,32.807189,0.0,May,3,2,3,16,Returning_Visitor,False,1
1,12.6505,0,0.0,10,537.9279,0.04262,0.066921,0.0,0.0,Nov,4,2,3,8,Returning_Visitor,False,0
1,33.1642,1,24.769,14,422.506,0.019919,0.06623,0.0,0.0,May,2,4,2,9,Returning_Visitor,False,0
1,7.0399,1,9.7394,22,717.2055,0.002704,0.06513,0.0,0.0,May,5,1,2,1,Returning_Visitor,False,0
0,0.0,0,0.0,10,347.5787,0.047188,0.078401,0.0,0.0,Dec,2,2,5,6,Returning_Visitor,False,0
0,0.0,1,19.7478,25,288.6255,0.0,0.043973,4.499376,0.0,Mar,4,1,2,17,Returning_Visitor,False,0
2,37.7046,0,0.0,14,427.0166,0.032533,0.09314,0.0,0.0,Jul,1,5,2,20,Returning_Visitor,False,0
2,22.6058,2,33.2239,56,3479.3443,0.0,0.032383,66.757137,0.0,May,8,2,1,20,Returning_Visitor,False,1
3,34.6092,0,0.0,29,565.1698,0.0,0.033388,0.0,0.0,Mar,4,1,5,10,Returning_Visitor,False,0
0,0.0,1,14.3999,12,393.4847,0.019669,0.074109,0.0,0.0,May,5,2,6,5,Returning_Visitor,False,0
1,46.6946,0,0.0,10,112.6351,0.039374,0.087401,0.0,0.6,Oct,5,5,1,20,Returning_Visitor,False,0
0,0.0,0,0.0,23,1381.7053,0.031711,0.059705,77.53977,0.0,Mar,4,1,4,1,Returning_Visitor,True,1
1,29.6731,0,0.0,7,102.8599,0.052852,0.090662,0.0,0.0,Nov,1,1,1,16,New_Visitor,False,0
2,20.5693,1,17.7712,12,261.4741,0.040151,0.07821,0.0,0.0,Aug,5,2,1,7,Returning_Visitor,False,0
2,20.1081,0,0.0,17,915.9438,0.040186,0.047954,8.363741,0.0,Mar,1,1,1,6,Returning_Visitor,True,0
2,72.3251,0,0.0,24,1010.4439,0.015975,0.033493,8.908496,0.0,May,4,1,1,19,Returning_Visitor,False,0
2,27.8123,1,25.2401,31,1059.8848,0.0,0.032253,10.478779,0.0,Mar,2,1,2,18,Returning_Visitor,False,1
2,16.3712,1,13.9917,26,759.015,0.009009,0.021365,1.647241,0.0,Nov,1,1,1,18,Returning_Visitor,True,0
3,101.0249,1,24.5372,27,675.9644,0.012683,0.049897,2.411117,0.0,June,1,3,1,15,Returning_Visitor,False,0
3,52.6601,1,34.9175,18,1269.2262,0.02819,0.068827,0.0,0.0,Feb,1,11,4,9,Returning_Visitor,False,0
2,122.7698,2,44.0401,20,262.0737,0.016556,0.025676,0.0,0.0,June,3,1,5,10,Returning_Visitor,False,0
4,115.9946,0,0.0,9,159.3044,0.019751,0.076683,0.0,0.0,May,3,4,2,17,Returning_Visitor,False,0
2,41.9216,0,0.0,6,313.4673,0.038379,0.11144,0.0,0.0,Sep,2,1,1,19,Returning_Visitor,False,0
1,5.6383,0,0.0,11,88.2354,0.013443,0.077259,0.0,0.0,Mar,2,1,3,6,Other,False,0
0,0.0,2,65.6209,8,199.8354,0.038127,0.082476,0.0,0.0,Mar,1,2,6,12,New_Visitor,False,0
1,46.1009,0,0.0,14,875.8704,0.008854,0.057826,0.0,0.0,May,1,1,3,12,New_Visitor,False,0
0,0.0,0,0.0,1,10.5146,0.062469,0.139799,0.0,0.0,Sep,3,1,6,3,New_Visitor,False,0
0,0.0,1,15.1495,8,421.2098,0.031032,0.076288,0.0,0.0,Sep,2,1,1,14,Returning_Visitor,False,0
2,76.0637,0,0.0,14,326.9536,0.03623,0.055191,0.0,0.0,May,1,2,1,5,Returning_Visitor,True,0
3,113.9324,0,0.0,108,2676.664,0.0,0.0,11.192735,0.0,May,3,2,4,3,Returning_Visitor,False,1
0,0.0,0,0.0,6,221.426,0.009164,0.065882,0.0,0.0,Sep,8,1,2,12,Returning_Visitor,False,0
2,42.1209,0,0.0,10,706.1888,0.015726,0.027141,34.434736,0.0,Feb,4,1,1,4,Returning_Visitor,False,0
3,71.4651,1,58.049,12,504.1491,0.04324,0.053994,0.0,0.0,June,1,2,7,19,New_Visitor,False,0
3,38.4488,1,112.3091,25,1335.9332,0.01788,0.039823,101.267642,0.0,May,4,6,2,2,Returning_Visitor,True,1
4,119.8259,0,0.0,9,381.1564,0.031666,0.061256,0.0,0.0,May,1,1,6,20,Returning_Visitor,True,0
2,57.7529,0,0.0,7,449.4425,0.037326,0.070537,0.0,0.0,June,1,2,8,20,Returning_Visitor,False,0
1,32.6009,0,0.0,10,134.332,0.024498,0.071875,0.0,0.0,May,1,2,1,20,Returning_Visitor,True,0
2,48.4657,1,24.0583,11,701.1547,0.027943,0.054736,0.0,0.6,Jul,2,1,8,8,Returning_Visitor,True,0
3,92.618,0,0.0,48,1514.982,0.000173,0.021499,31.951045,0.0,Mar,4,3,5,10,Returning_Visitor,False,1
2,20.6155,0,0.0,10,288.5272,0.040831,0.063026,0.0,0.0,May,4,1,5,7,Returning_Visitor,True,0
1,13.0443,0,0.0,18,543.9341,0.015457,0.042093,14.918644,0.0,June,1,1,1,20,Returning_Visitor,True,0
1,11.1242,1,18.8298,11,158.7434,0.027806,0.066267,0.0,0.8,Mar,2,1,1,7,New_Visitor,True,0
2,17.924,0,0.0,12,406.357,0.02315,0.072654,0.0,0.0,Aug,1,8,2,12,Returning_Visitor,False,0
0,0.0,0,0.0,15,314.5613,0.005306,0.065783,0.0,0.0,Nov,6,1,1,20,Returning_Visitor,True,0
0,0.0,0,0.0,16,1513.6331,0.0,0.020963,89.191869,0.0,Dec,1,4,4,3,Returning_Visitor,False,1
2,78.6086,0,0.0,28,1096.1628,0.039095,0.062124,17.818507,0.0,Mar,1,1,7,1,Returning_Visitor,True,0
1,26.4954,1,26.364,8,109.3992,0.050238,0.088816,0.0,0.6,Mar,8,1,8,7,Returning_Visitor,True,0
2,13.7913,0,0.0,4,118.5349,0.038758,0.068801,0.0,0.0,May,1,2,2,19,New_Visitor,False,0
1,55.1763,0,0.0,22,354.8097,0.036523,0.028022,35.606748,0.0,Nov,1,3,3,3,Returning_Visitor,False,1
3,105.0356,0,0.0,26,381.0711,0.037288,0.053883,1.829344,0.0,May,8,1,1,12,Returning_Visitor,False,0
5,90.749,0,0.0,67,6726.2823,0.017756,0.014963,0.0,0.0,May,1,2,2,14,Returning_Visitor,False,0
2,41.6623,0,0.0,15,803.3741,0.026637,0.07298,0.0,0.0,Oct,1,5,1,11,Returning_Visitor,False,0
0,0.0,0,0.0,3,83.7264,0.038687,0.116844,0.0,0.0,Mar,2,8,3,8,Returning_Visitor,True,0
1,23.6027,0,0.0,11,363.077,0.031178,0.07492,0.0,0.0,June,1,11,1,7,Returning_Visitor,False,0
2,35.3622,0,0.0,14,126.4149,0.014673,0.051417,0.0,0.0,May,4,7,1,6,New_Visitor,True,0
2,31.0461,0,0.0,12,179.6619,0.016409,0.039259,0.0,0.0,Aug,3,1,1,1,Returning_Visitor,False,0
2,26.3805,0,0.0,13,724.0877,0.039972,0.053813,0.0,0.0,Oct,2,1,1,19,Returning_Visitor,False,0
2,30.9443,1,47.0697,11,935.7824,0.027403,0.050118,0.0,0.0,May,1,1,1,17,Returning_Visitor,False,0
3,18.8252,0,0.0,21,326.4267,0.005285,0.037727,0.0,0.0,Aug,1,1,2,17,Returning_Visitor,False,0
1,11.175,1,5.8824,14,699.5212,0.016835,0.076242,0.0,0.0,June,5,7,4,11,New_Visitor,False,0
3,28.8991,1,12.7365,15,681.8093,0.031978,0.047521,4.515375,0.0,Mar,1,2,7,7,Returning_Visitor,False,0
1,17.2701,0,0.0,14,952.3231,0.014114,0.046307,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,False,0
1,27.8124,1,9.9046,34,2021.5216,0.007427,0.029463,25.306943,0.0,Nov,1,7,1,15,Returning_Visitor,False,1
1,39.0527,0,0.0,20,334.8479,0.0,0.049037,33.701236,0.0,Nov,3,1,5,15,Returning_Visitor,False,0
0,0.0,0,0.0,14,1907.1088,0.017402,0.038032,85.051375,0.0,Oct,4,2,3,18,Returning_Visitor,True,1
1,45.4468,0,0.0,37,2026.3975,0.0,0.039858,0.0,0.8,May,1,2,7,9,Returning_Visitor,True,0
3,70.0854,1,53.2542,16,420.4874,0.018112,0.060931,0.0,0.0,May,1,4,2,14,Returning_Visitor,False,0
1,11.1629,1,11.2911,24,1386.0663,0.0,0.008362,9.988081,0.0,May,4,2,6,8,Returning_Visitor,False,0
2,19.9124,0,0.0,9,127.4057,0.029491,0.056397,0.0,0.0,Mar,1,1,1,20,Returning_Visitor,False,0
0,0.0,0,0.0,6,330.4168,0.031867,0.058221,0.0,0.2,May,1,1,9,2,Returning_Visitor,False,0
1,21.3571,1,11.1209,23,800.9685,0.022935,0.091663,12.811696,0.0,May,1,2,2,12,Returning_Visitor,False,0
5,67.0529,0,0.0,4,106.3194,0.047396,0.102611,0.0,0.0,Feb,1,2,6,14,Returning_Visitor,False,0
2,36.1492,0,0.0,27,1168.8983,0.016953,0.050855,26.261105,0.0,Nov,1,1,1,1,Returning_Visitor,False,0
5,122.4464,0,0.0,28,754.8758,0.010349,0.054903,0.0,0.0,Mar,4,2,1,13,Returning_Visitor,False,0
2,14.8126,0,0.0,58,395.0529,0.0,0.0,51.376386,0.0,May,1,2,3,20,Returning_Visitor,False,1
3,48.6344,0,0.0,47,880.855,0.006606,0.013407,0.0,0.0,Nov,1,1,1,20,Returning_Visitor,False,0
1,22.6002,1,11.5108,56,669.733,0.0,0.0,0.0,0.0,Aug,2,1,3,2,Returning_Visitor,False,0
1,53.4227,0,0.0,19,1428.6599,0.04401,0.058948,0.0,0.0,Mar,4,1,1,3,New_Visitor,False,0
6,93.1171,1,26.6436,22,1484.2995,0.011192,0.014038,55.177051,0.0,Aug,2,1,3,10,Returning_Visitor,False,1
3,52.2502,0,0.0,21,278.8484,0.026489,0.059813,0.0,0.0,Nov,1,4,5,19,Returning_Visitor,False,0
5,220.7787,0,0.0,39,411.1102,0.0,0.017144,42.68666,0.0,Nov,1,1,4,9,Returning_Visitor,False,0
1,16.8192,0,0.0,2,49.3378,0.042053,0.111743,0.0,0.0,May,2,2,5,10,Returning_Visitor,False,0
0,0.0,1,26.9633,8,123.1223,0.041564,0.09009,0.0,0.0,Mar,2,4,2,15,Returning_Visitor,False,0
1,7.7541,0,0.0,5,120.3672,0.029203,0.074428,0.0,0.0,Aug,1,2,4,2,Returning_Visitor,False,0
2,35.2194,1,25.5364,27,1132.1705,0.001705,0.023047,0.0,0.0,May,2,7,3,17,Returning_Visitor,False,0
2,34.9791,0,0.0,29,1891.4979,0.001754,0.025352,0.0,0.0,Nov,4,1,3,16,Returning_Visitor,True,0
0,0.0,0,0.0,9,135.8919,0.068754,0.08976,0.0,0.0,Sep,1,2,4,20,New_Visitor,False,0
2,32.7614,1,8.9245,10,364.0509,0.022638,0.061678,0.0,0.0,Nov,4,2,3,9,Returning_Visitor,False,0
2,87.2164,1,13.5001,13,157.4344,0.004912,0.031598,2.210667,0.0,Dec,2,1,2,16,Returning_Visitor,False,0
1,4.8263,0,0.0,7,136.9994,0.042962,0.07834,0.0,0.0,Jul,1,2,2,2,New_Visitor,False,0
2,26.7291,0,0.0,7,237.4886,0.027783,0.065974,0.0,0.0,Nov,3,2,3,6,New_Visitor,False,0
1,26.8908,0,0.0,11,281.773,0.040698,0.076842,0.0,0.0,Sep,3,1,1,3,Returning_Visitor,False,0
2,29.3475,0,0.0,19,197.5079,0.043503,0.071925,0.0,0.0,Mar,3,2,1,13,Returning_Visitor,False,0
0,0.0,0,0.0,50,3581.5552,0.0,0.002972,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,False,0
3,98.395,1,28.2908,30,2718.7072,0.028628,0.051708,73.222244,0.0,Oct,2,1,7,16,Returning_Visitor,False,1
5,105.2822,0,0.0,14,58.7496,0.011947,0.025522,0.0,0.0,Dec,2,1,6,14,Returning_Visitor,False,0
3,56.7751,0,0.0,15,1479.5455,0.009359,0.045884,23.823494,0.0,May,1,4,8,15,Returning_Visitor,False,0
3,25.1734,3,77.7961,36,401.4635,0.001633,0.036842,31.613648,0.0,May,1,9,2,20,Returning_Visitor,False,0
4,108.1235,1,37.6056,20,550.7593,0.034836,0.023022,0.0,0.0,Nov,5,1,1,14,Returning_Visitor,False,0
1,12.449,0,0.0,26,953.309,0.003087,0.024914,0.0,0.0,Mar,1,2,9,16,Returning_Visitor,False,0
1,10.7519,1,18.6004,27,1685.304,0.001448,0.054438,1.279441,0.0,Aug,2,2,3,6,Returning_Visitor,False,0
0,0.0,0,0.0,8,150.8274,0.01776,0.046876,0.0,0.0,June,1,2,7,13,Returning_Visitor,False,0
2,52.406,0,0.0,18,312.5687,0.028002,0.067356,10.41744,0.0,Mar,4,1,2,14,Returning_Visitor,True,0
1,56.9894,0,0.0,4,129.9023,0.060785,0.092867,0.0,0.0,Mar,2,1,5,3,New_Visitor,False,0
1,8.8756,1,14.1783,17,573.3139,0.0,0.021565,0.0,0.0,Nov,1,1,5,15,Returning_Visitor,False,0
5,114.8583,2,73.5454,46,811.7993,0.004118,0.003508,14.724536,0.0,Feb,1,1,4,10,Returning_Visitor,False,0
8,180.4835,0,0.0,33,2442.4232,0.020015,0.040562,25.932016,0.0,Oct,1,1,1,20,Returning_Visitor,False,1
3,38.2951,0,0.0,18,196.1423,0.036819,0.065471,19.221642,0.0,Oct,2,1,6,5,Returning_Visitor,True,0
1,12.1642,0,0.0,8,268.2986,0.02781,0.082169,0.0,0.0,Sep,2,1,2,10,Returning_Visitor,True,0
3,59.1997,1,37.4416,27,365.3223,0.010801,0.042767,0.0,0.0,May,4,1,5,4,Returning_Visitor,True,0
2,24.9799,0,0.0,6,145.0942,0.069698,0.088668,0.0,0.0,Feb,1,1,3,2,Returning_Visitor,False,0
4,31.137,0,0.0,23,1745.8726,0.001586,0.046901,0.0,0.0,Nov,4,9,1,10,Returning_Visitor,False,0
7,426.0267,1,11.6616,17,153.5375,0.0,0.040326,6.994522,0.0,Mar,1,1,2,20,Returning_Visitor,False,0
3,32.1179,1,12.2779,12,264.0651,0.016685,0.048427,0.0,0.0,May,4,4,2,7,Returning_Visitor,False,0
4,188.0167,0,0.0,31,2211.2388,0.0,0.009117,9.498666,0.0,Dec,1,2,7,18,Returning_Visitor,False,0
3,49.5329,1,55.1774,19,1655.9886,0.008452,0.052898,41.3968,0.0,May,4,3,6,20,New_Visitor,False,1
1,4.9905,3,101.6842,15,610.3911,0.0,0.006726,4.596062,0.0,May,1,1,2,17,Returning_Visitor,False,0
4,138.7864,0,0.0,45,577.2515,0.01363,0.037673,9.87543,0.0,Dec,3,8,3,1,Returning_Visitor,False,0
1,8.026,0,0.0,15,1139.5798,0.040295,0.077077,0.0,0.0,Mar,2,1,2,15,Returning_Visitor,False,0
2,94.6071,0,0.0,10,262.6888,0.019765,0.092876,0.0,0.0,Mar,2,1,4,1,Returning_Visitor,False,0
3,54.2576,0,0.0,29,351.9022,0.025065,0.069764,7.757992,0.8,May,8,1,2,6,Returning_Visitor,True,0
4,70.2083,0,0.0,52,964.8911,0.0,0.002625,2.285414,0.0,Nov,2,1,2,13,Returning_Visitor,False,0
2,36.7128,0,0.0,4,187.8826,0.028629,0.110773,0.0,0.0,Nov,1,1,5,19,Returning_Visitor,False,0
3,179.0837,0,0.0,22,767.975,0.016806,0.069991,13.292261,1.0,Nov,2,4,8,2,Returning_Visitor,False,0
1,13.0035,0,0.0,9,427.5802,0.020611,0.085725,0.0,0.0,Dec,1,2,1,20,Returning_Visitor,True,0
5,106.904,0,0.0,14,194.592,0.008614,0.029054,4.763116,0.0,Feb,1,7,1,12,Returning_Visitor,False,0
2,45.5322,0,0.0,11,403.9916,0.05446,0.084951,0.0,0.0,Aug,1,2,3,15,Returning_Visitor,False,0
3,31.6067,1,8.9221,16,482.6481,0.021188,0.048138,5.597326,0.0,Mar,2,1,5,17,Returning_Visitor,False,0
0,0.0,0,0.0,44,3822.3188,0.0,0.023575,19.382662,0.0,Nov,5,2,7,11,New_Visitor,False,1
2,20.2637,0,0.0,8,122.4323,0.035033,0.092932,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,False,0
3,88.2676,0,0.0,6,81.5034,0.04124,0.056125,0.0,0.0,May,4,8,2,16,Returning_Visitor,False,0
0,0.0,0,0.0,15,246.5874,0.017328,0.026575,8.608879,0.0,Nov,4,2,6,2,Returning_Visitor,False,0
2,44.5097,0,0.0,32,360.1583,0.006721,0.043635,0.0,0.0,Aug,2,1,2,3,Returning_Visitor,False,0
1,17.2667,1,11.1567,13,605.7778,0.035038,0.068766,6.382548,0.0,Mar,3,2,1,20,Returning_Visitor,False,0
3,31.4247,1,31.9871,34,443.8058,0.029106,0.062833,13.450205,0.0,Aug,4,3,6,19,Returning_Visitor,False,1
2,12.1994,0,0.0,30,1458.4924,0.0,0.01836,52.309222,0.0,Dec,1,8,1,18,Returning_Visitor,False,1
0,0.0,0,0.0,16,522.4289,0.04213,0.069188,0.0,0.0,May,8,2,9,19,Returning_Visitor,True,0
2,27.0522,0,0.0,12,410.685,0.043434,0.074009,0.0,0.0,Feb,1,2,1,5,Returning_Visitor,False,0
0,0.0,0,0.0,6,188.2718,0.062739,0.12271,0.0,0.0,Dec,1,1,4,20,New_Visitor,False,0
0,0.0,1,12.5175,24,325.4584,0.0,0.027864,132.799471,0.0,May,3,1,7,10,Returning_Visitor,False,1
4,55.8282,1,11.9976,57,1583.6371,0.0,0.056874,4.254794,0.0,May,1,1,1,2,Other,False,0
3,89.2456,0,0.0,14,613.9607,0.03504,0.054373,0.0,0.0,Oct,1,2,2,4,Returning_Visitor,False,0
0,0.0,0,0.0,10,96.2408,0.021299,0.055996,0.0,0.0,Aug,1,5,2,15,Returning_Visitor,False,0
5,176.1712,0,0.0,9,391.9938,0.01943,0.080838,0.0,0.0,May,1,2,3,17,Returning_Visitor,False,0
1,20.9784,0,0.0,35,847.8778,0.0,0.0,0.0,0.0,Mar,1,9,2,8,Returning_Visitor,False,0
3,13.8125,1,11.2005,40,679.9059,0.005494,0.031812,31.309851,0.0,Nov,1,2,3,4,Returning_Visitor,False,0
2,97.1303,1,34.745,10,264.2749,0.030508,0.075252,0.0,0.0,May,1,2,4,5,New_Visitor,True,0
1,15.9315,1,19.2652,13,616.8653,0.031368,0.082625,39.083217,0.0,Sep,2,1,2,17,Returning_Visitor,False,0
0,0.0,0,0.0,15,331.3044,0.013772,0.051781,0.0,0.0,Nov,1,2,4,17,Returning_Visitor,False,0
2,18.8229,0,0.0,11,235.6278,0.056726,0.079217,0.0,0.0,Feb,4,1,1,5,Returning_Visitor,False,0
4,147.2685,0,0.0,17,857.8786,0.01946,0.066091,3.268891,0.0,Nov,4,2,1,1,Returning_Visitor,True,0
1,21.46,0,0.0,32,618.063,0.007444,0.054722,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,True,0
2,24.6944,0,0.0,11,67.8274,0.003111,0.074144,0.0,0.0,Dec,1,2,6,9,Returning_Visitor,False,0
2,56.8957,2,34.1561,16,402.618,0.034793,0.069811,0.0,0.0,May,2,5,2,5,Returning_Visitor,False,0
